"AcresBurned","year","county","Injuries","Fatalities","Helicopters"
20,2017,"Riverside",NA,NA,NA
20,2017,"Contra Costa",NA,NA,NA
20,2017,"Kings",NA,NA,NA
20,2017,"Monterey",NA,NA,NA
19,2017,"Riverside",NA,NA,NA
19,2017,"Nevada",NA,NA,NA
19,2017,"Riverside",NA,NA,NA
19,2017,"Humboldt",NA,NA,NA
19,2017,"Stanislaus",NA,NA,NA
19,2017,"Siskiyou",NA,NA,NA
19,2017,"Kern",NA,NA,NA
18,2017,"Sonoma",NA,NA,NA
18,2017,"Butte",NA,NA,NA
18,2017,"Fresno",NA,NA,NA
18,2017,"Monterey",NA,NA,NA
17,2017,"Mariposa",NA,NA,NA
17,2017,"Shasta",NA,NA,NA
17,2017,"Shasta",NA,NA,NA
17,2017,"San Luis Obispo",NA,NA,NA
17,2017,"Monterey",NA,NA,NA
17,2017,"Riverside",NA,NA,NA
16,2017,"Kern",NA,NA,NA
16,2017,"San Bernardino",NA,NA,NA
16,2017,"Fresno",NA,NA,NA
15,2017,"Tehama",NA,NA,NA
15,2017,"Nevada",NA,NA,NA
15,2017,"Modoc",NA,NA,NA
15,2017,"Monterey",NA,NA,NA
15,2017,"Calaveras",NA,NA,NA
15,2017,"Riverside",NA,NA,NA
14,2017,"Santa Barbara",NA,NA,NA
14,2017,"Santa Barbara",NA,NA,NA
14,2017,"Butte",NA,NA,NA
14,2017,"Monterey",NA,NA,NA
14,2017,"Riverside",NA,NA,NA
13,2017,"Stanislaus",NA,NA,NA
13,2017,"El Dorado",NA,NA,NA
13,2017,"El Dorado",NA,NA,NA
13,2017,"San Bernardino",NA,NA,NA
12,2017,"Butte",NA,NA,NA
12,2017,"San Diego",NA,NA,NA
12,2017,"San Luis Obispo",NA,NA,NA
12,2017,"Riverside",NA,NA,NA
12,2017,"Merced",NA,NA,NA
11,2017,"Sonoma",NA,NA,NA
11,2017,"Riverside",NA,NA,NA
10,2017,"Tehama",NA,NA,NA
10,2017,"Mariposa",NA,NA,NA
10,2017,"Fresno",NA,NA,NA
10,2017,"Amador",NA,NA,NA
10,2017,"Los Angeles",NA,NA,NA
10,2017,"Nevada",NA,NA,NA
10,2017,"Shasta",NA,NA,NA
10,2017,"Riverside",NA,NA,NA
10,2017,"Butte",NA,NA,NA
10,2017,"Riverside",NA,NA,NA
10,2017,"Nevada",NA,NA,NA
10,2017,"Riverside",NA,NA,NA
10,2017,"Riverside",NA,NA,NA
10,2017,"Kern",NA,NA,NA
10,2017,"Riverside",NA,NA,NA
10,2017,"Yuba",NA,NA,NA
10,2017,"Kern",NA,NA,NA
10,2017,"Riverside",NA,NA,NA
10,2017,"Monterey",NA,NA,NA
0,2017,"Sonoma",NA,NA,NA
0,2017,"Napa",NA,NA,NA
0,2017,"Mariposa",NA,NA,NA
0,2017,"Siskiyou",NA,NA,NA
0,2017,"Modoc",NA,NA,NA
0,2017,"Glenn",NA,NA,NA
0,2017,"Lassen",NA,NA,NA
0,2017,"Siskiyou",NA,NA,NA
0,2017,"San Diego",NA,NA,NA
0,2017,"Siskiyou",NA,NA,NA
0,2017,"Tulare",NA,NA,NA
0,2017,"San Luis Obispo",NA,NA,NA
0,2017,"Butte",NA,NA,NA
410203,2018,"Colusa",3,1,NA
410203,2018,"Glenn",3,1,NA
410203,2018,"Lake",3,1,NA
410203,2018,"Mendocino",3,1,NA
229651,2018,"Shasta",0,3,NA
229651,2018,"Trinity",0,3,NA
153336,2018,"Butte",3,85,2
96949,2018,"Los Angeles",0,3,NA
96949,2018,"Ventura",0,3,NA
96901,2018,"Mariposa",NA,NA,NA
90288,2018,"Napa",1,NA,NA
90288,2018,"Yolo",1,NA,NA
63311,2018,"Shasta",NA,NA,NA
63311,2018,"Trinity",NA,NA,NA
48920,2018,"Colusa",NA,NA,20
48920,2018,"Lake",NA,NA,20
48920,2018,"Mendocino",NA,NA,20
46150,2018,"Shasta",NA,NA,NA
39387,2018,"Modoc",NA,NA,NA
38008,2018,"Siskiyou",3,1,2
36450,2018,"Tuolumne",NA,NA,NA
23136,2018,"Orange",NA,NA,NA
18703,2018,"Lassen",NA,NA,NA
15185,2018,"Lake",1,NA,NA
13139,2018,"Riverside",NA,NA,NA
12300,2018,"San Joaquin",NA,NA,NA
6974,2018,"Mono",NA,NA,NA
4564,2018,"Merced",NA,NA,NA
4531,2018,"Ventura",NA,NA,NA
4500,2018,"Solano",NA,NA,NA
4064,2018,"Madera",NA,NA,NA
3889,2018,"Tehama",NA,NA,NA
3716,2018,"Tehama",1,NA,NA
3674,2018,"Humboldt",NA,NA,NA
3380,2018,"Los Angeles",NA,NA,NA
2995,2018,"Kings",NA,NA,NA
2956,2018,"Tehama",NA,NA,NA
2950,2018,"Kern",NA,NA,NA
2883,2018,"Inyo",NA,NA,7
2490,2018,"Napa",NA,NA,NA
2290,2018,"Glenn",NA,NA,NA
2225,2018,"Monterey",NA,NA,NA
2162,2018,"Solano",NA,NA,1
2100,2018,"Modoc",NA,NA,NA
2070,2018,"Inyo",NA,NA,NA
1900,2018,"Shasta",NA,NA,NA
1756,2018,"Merced",NA,NA,NA
1751,2018,"Trinity",NA,NA,NA
1678,2018,"Shasta",1,NA,NA
1500,2018,"Solano",NA,NA,NA
1500,2018,"San Luis Obispo",NA,NA,NA
1352,2018,"Los Angeles",NA,NA,NA
1350,2018,"San Bernardino",NA,NA,NA
1314,2018,"San Benito",NA,NA,NA
1265,2018,"Inyo",NA,NA,2
1261,2018,"Riverside",NA,NA,NA
1200,2018,"Sutter",NA,NA,NA
1120,2018,"Placer",NA,NA,NA
1014,2018,"Santa Barbara",NA,NA,NA
993,2018,"Kern",NA,NA,NA
972,2018,"Mendocino",NA,NA,NA
962,2018,"Butte",NA,NA,NA
856,2018,"Tehama",NA,NA,NA
825,2018,"Amador",NA,NA,1
822,2018,"Yolo",NA,NA,NA
700,2018,"Placer",NA,NA,NA
668,2018,"Tulare",NA,NA,NA
650,2018,"Monterey",NA,NA,NA
646,2018,"Lassen",NA,NA,NA
640,2018,"Alameda",NA,NA,NA
573,2018,"Tuolumne",NA,NA,NA
550,2018,"Butte",NA,NA,NA
513,2018,"San Benito",NA,NA,NA
504,2018,"San Diego",NA,NA,NA
484,2018,"Alameda",NA,NA,NA
441,2018,"Lassen",NA,NA,NA
400,2018,"Monterey",NA,NA,NA
375,2018,"Monterey",NA,NA,NA
367,2018,"Kern",NA,NA,NA
365,2018,"San Diego",NA,NA,NA
360,2018,"Madera",NA,NA,NA
347,2018,"Butte",NA,NA,NA
338,2018,"Inyo",NA,NA,NA
328,2018,"Shasta",NA,NA,NA
320,2018,"Santa Clara",NA,NA,NA
316,2018,"El Dorado",NA,NA,NA
300,2018,"Trinity",NA,NA,NA
300,2018,"Madera",NA,NA,NA
300,2018,"San Diego",NA,NA,NA
293,2018,"Kern",NA,NA,NA
290,2018,"Calaveras",NA,NA,NA
289,2018,"Madera",NA,NA,NA
282,2018,"Riverside",NA,NA,NA
278,2018,"San Benito",NA,NA,NA
268,2018,"Contra Costa",NA,NA,NA
268,2018,"Tehama",NA,NA,NA
265,2018,"San Diego",1,NA,NA
261,2018,"Tehama",NA,NA,NA
260,2018,"San Luis Obispo",NA,NA,NA
258,2018,"Santa Barbara",NA,NA,NA
250,2018,"San Diego",NA,NA,NA
247,2018,"Contra Costa",1,NA,NA
224,2018,"Siskiyou",NA,NA,NA
215,2018,"Siskiyou",NA,NA,NA
215,2018,"San Benito",NA,NA,NA
207,2018,"San Diego",NA,NA,NA
205,2018,"Riverside",NA,NA,NA
200,2018,"Kern",NA,NA,NA
200,2018,"Merced",NA,NA,NA
191,2018,"Butte",NA,NA,NA
186,2018,"Ventura",NA,NA,NA
185,2018,"Merced",NA,NA,NA
175,2018,"Los Angeles",NA,NA,NA
175,2018,"Orange",NA,NA,NA
172,2018,"Santa Barbara",NA,NA,NA
170,2018,"Tehama",NA,NA,NA
167,2018,"Monterey",NA,NA,NA
167,2018,"Lassen",1,NA,NA
166,2018,"Los Angeles",NA,NA,NA
163,2018,"Tuolumne",NA,NA,NA
160,2018,"Solano",NA,NA,NA
155,2018,"Shasta",NA,NA,NA
155,2018,"Orange",NA,NA,NA
154,2018,"Riverside",NA,NA,NA
152,2018,"Marin",NA,NA,NA
150,2018,"Ventura",NA,NA,NA
150,2018,"Monterey",NA,NA,NA
150,2018,"El Dorado",NA,NA,2
147,2018,"San Bernardino",NA,NA,NA
136,2018,"Calaveras",NA,NA,NA
135,2018,"Napa",NA,NA,NA
128,2018,"Los Angeles",NA,NA,NA
127,2018,"Glenn",NA,NA,NA
127,2018,"Siskiyou",NA,NA,NA
125,2018,"San Bernardino",NA,NA,NA
120,2018,"Tulare",NA,NA,NA
117,2018,"Plumas",NA,NA,NA
116,2018,"San Benito",NA,NA,NA
116,2018,"Santa Clara",NA,NA,NA
115,2018,"Mariposa",NA,NA,NA
114,2018,"Kern",NA,NA,NA
113,2018,"Santa Barbara",NA,NA,NA
110,2018,"Santa Barbara",NA,NA,NA
108,2018,"Fresno",NA,NA,NA
106,2018,"Mendocino",NA,NA,NA
103,2018,"Lake",NA,NA,NA
103,2018,"Tehama",NA,NA,NA
100,2018,"San Diego",NA,NA,NA
100,2018,"Tulare",NA,NA,NA
100,2018,"San Bernardino",NA,NA,NA
100,2018,"San Luis Obispo",NA,NA,NA
96,2018,"Monterey",NA,NA,NA
95,2018,"Kern",NA,NA,NA
90,2018,"Mendocino",NA,NA,NA
89,2018,"Lassen",NA,NA,NA
88,2018,"Lassen",NA,NA,NA
88,2018,"Madera",NA,NA,NA
88,2018,"Merced",NA,NA,NA
80,2018,"San Luis Obispo",NA,NA,NA
80,2018,"Lake",NA,NA,NA
80,2018,"Calaveras",NA,NA,NA
77,2018,"Santa Barbara",NA,NA,NA
76,2018,"Shasta",NA,NA,NA
76,2018,"Fresno",NA,NA,NA
75,2018,"Colusa",NA,NA,NA
75,2018,"Glenn",NA,NA,NA
73,2018,"Riverside",NA,NA,NA
70,2018,"Santa Clara",NA,NA,NA
70,2018,"Santa Clara",NA,NA,NA
70,2018,"Tehama",NA,NA,NA
70,2018,"Riverside",NA,NA,NA
68,2018,"Merced",NA,NA,NA
67,2018,"El Dorado",NA,NA,NA
67,2018,"Mendocino",NA,NA,NA
66,2018,"El Dorado",NA,NA,NA
64,2018,"San Benito",NA,NA,NA
63,2018,"Santa Clara",NA,NA,NA
63,2018,"Shasta",NA,NA,NA
63,2018,"Riverside",NA,NA,NA
63,2018,"Siskiyou",NA,NA,NA
63,2018,"Stanislaus",NA,NA,NA
62,2018,"Kern",NA,NA,NA
62,2018,"Los Angeles",NA,NA,NA
62,2018,"San Joaquin",NA,NA,NA
60,2018,"Tehama",NA,NA,NA
60,2018,"Lake",NA,NA,NA
60,2018,"Madera",NA,NA,NA
60,2018,"San Luis Obispo",NA,NA,NA
60,2018,"San Luis Obispo",NA,NA,NA
60,2018,"Santa Barbara",NA,NA,NA
59,2018,"San Diego",NA,NA,NA
58,2018,"San Luis Obispo",NA,NA,NA
56,2018,"Lassen",NA,NA,NA
56,2018,"Contra Costa",NA,NA,NA
56,2018,"Madera",NA,NA,NA
53,2018,"San Bernardino",NA,NA,NA
53,2018,"Lassen",NA,NA,NA
53,2018,"Mariposa",NA,NA,NA
52,2018,"Modoc",NA,NA,NA
51,2018,"San Luis Obispo",NA,NA,NA
51,2018,"Shasta",NA,NA,NA
51,2018,"Santa Clara",NA,NA,NA
50,2018,"Lake",NA,NA,NA
50,2018,"Tehama",NA,NA,NA
50,2018,"Monterey",NA,NA,NA
48,2018,"Alameda",NA,NA,NA
45,2018,"Contra Costa",NA,NA,NA
45,2018,"Marin",NA,NA,NA
43,2018,"Butte",2,NA,NA
40,2018,"Riverside",NA,NA,NA
40,2018,"Mariposa",NA,NA,NA
40,2018,"Contra Costa",NA,NA,NA
40,2018,"Butte",NA,NA,NA
39,2018,"San Benito",NA,NA,NA
38,2018,"Shasta",NA,NA,NA
38,2018,"San Diego",NA,NA,NA
37,2018,"San Luis Obispo",NA,NA,NA
37,2018,"Siskiyou",NA,NA,NA
36,2018,"Lake",NA,NA,NA
36,2018,"Riverside",NA,NA,NA
35,2018,"Mendocino",NA,NA,NA
35,2018,"Riverside",NA,NA,NA
35,2018,"Shasta",NA,NA,NA
35,2018,"San Benito",NA,NA,NA
34,2018,"Kern",NA,NA,NA
34,2018,"Alameda",NA,NA,NA
34,2018,"Tulare",NA,NA,NA
33,2018,"Butte",NA,NA,NA
33,2018,"Tehama",NA,NA,NA
33,2018,"San Bernardino",NA,NA,NA
33,2018,"Tulare",NA,NA,NA
32,2018,"Fresno",NA,NA,NA
32,2018,"Riverside",NA,NA,NA
32,2018,"Lassen",NA,NA,NA
32,2018,"Lake",NA,NA,NA
31,2018,"Shasta",NA,NA,NA
30,2018,"Santa Clara",NA,NA,NA
30,2018,"Contra Costa",NA,NA,NA
30,2018,"Alameda",NA,NA,NA
30,2018,"Riverside",NA,NA,NA
30,2018,"San Luis Obispo",NA,NA,NA
30,2018,"Sacramento",NA,NA,NA
30,2018,"Fresno",NA,NA,NA
28,2018,"San Diego",NA,NA,NA
27,2018,"Siskiyou",NA,NA,NA
26,2018,"Tulare",NA,NA,NA
25,2018,"Riverside",NA,NA,NA
25,2018,"Contra Costa",NA,NA,NA
25,2018,"San Luis Obispo",NA,NA,NA
24,2018,"Lake",NA,NA,NA
23,2018,"Riverside",NA,NA,NA
23,2018,"Contra Costa",NA,NA,NA
23,2018,"Tehama",NA,NA,NA
22,2018,"Mariposa",NA,NA,NA
21,2018,"Riverside",NA,NA,NA
20,2018,"Contra Costa",NA,NA,NA
20,2018,"Alameda",NA,NA,NA
20,2018,"Santa Clara",NA,NA,NA
20,2018,"Alameda",NA,NA,NA
20,2018,"Riverside",NA,NA,NA
20,2018,"Butte",NA,NA,NA
20,2018,"Los Angeles",NA,NA,NA
20,2018,"Plumas",NA,NA,NA
18,2018,"San Diego",NA,NA,NA
18,2018,"Riverside",NA,NA,NA
17,2018,"Santa Cruz",NA,NA,NA
17,2018,"Amador",NA,NA,NA
17,2018,"Riverside",NA,NA,NA
16,2018,"Nevada",NA,NA,NA
16,2018,"Humboldt",NA,NA,NA
16,2018,"Santa Clara",NA,NA,NA
15,2018,"Siskiyou",NA,NA,NA
15,2018,"Modoc",NA,NA,NA
15,2018,"Riverside",NA,NA,NA
15,2018,"Riverside",NA,NA,1
14,2018,"San Diego",NA,NA,NA
14,2018,"San Luis Obispo",NA,NA,NA
14,2018,"Lassen",NA,NA,NA
14,2018,"Yolo",NA,NA,NA
13,2018,"Shasta",NA,NA,NA
13,2018,"San Diego",NA,NA,4
13,2018,"Fresno",NA,NA,NA
12,2018,"Shasta",NA,NA,NA
12,2018,"El Dorado",NA,NA,NA
12,2018,"San Bernardino",NA,NA,NA
12,2018,"Madera",NA,NA,NA
12,2018,"Marin",NA,NA,NA
12,2018,"San Diego",NA,NA,NA
12,2018,"Siskiyou",NA,NA,NA
12,2018,"San Luis Obispo",NA,NA,NA
12,2018,"Napa",NA,NA,NA
12,2018,"Alameda",NA,NA,NA
12,2018,"San Diego",NA,NA,NA
11,2018,"Butte",NA,NA,NA
11,2018,"Madera",NA,NA,NA
11,2018,"Riverside",NA,NA,NA
11,2018,"Shasta",NA,NA,NA
10,2018,"Santa Cruz",NA,NA,NA
10,2018,"Humboldt",NA,NA,NA
10,2018,"Butte",NA,NA,NA
10,2018,"Riverside",NA,NA,NA
10,2018,"Napa",NA,NA,NA
10,2018,"Siskiyou",NA,NA,NA
10,2018,"San Diego",NA,NA,NA
10,2018,"Butte",NA,NA,NA
10,2018,"San Luis Obispo",NA,NA,NA
10,2018,"Monterey",NA,NA,NA
10,2018,"Sonoma",NA,NA,NA
10,2018,"San Diego",NA,NA,NA
10,2018,"Tehama",NA,NA,NA
10,2018,"Riverside",NA,NA,NA
10,2018,"Riverside",NA,NA,NA
0,2018,"Butte",NA,NA,NA
0,2018,"Humboldt",NA,NA,NA
0,2018,"Santa Barbara",NA,NA,NA
0,2018,"Ventura",NA,NA,NA
1806,2019,"Ventura",NA,NA,NA
1300,2019,"Mariposa",NA,NA,NA
1011,2019,"Riverside",NA,2,1
605,2019,"Tehama",NA,NA,NA
494,2019,"Riverside",NA,NA,NA
355,2019,"Placer",NA,NA,NA
289,2019,"Monterey",NA,NA,NA
289,2019,"San Luis Obispo",NA,NA,NA
149,2019,"Mariposa",NA,NA,NA
137,2019,"Fresno",NA,NA,NA
107,2019,"Lassen",NA,NA,NA
75,2019,"Riverside",NA,NA,NA
40,2019,"Contra Costa",NA,NA,NA
37,2019,"San Diego",NA,NA,4
35,2019,"Alameda",NA,NA,NA
35,2019,"Stanislaus",NA,NA,NA
30,2019,"Shasta",NA,NA,NA
27,2019,"Calaveras",NA,NA,NA
26,2019,"San Bernardino",NA,NA,NA
25,2019,"San Diego",NA,NA,NA
22,2019,"El Dorado",NA,NA,NA
22,2019,"Alameda",NA,NA,NA
15,2019,"Contra Costa",NA,NA,NA
12,2019,"Riverside",NA,NA,NA
10,2019,"Mendocino",NA,NA,NA
10,2019,"Santa Cruz",NA,NA,NA
77758,2019,"Sonoma",4,NA,0
54612,2019,"Plumas",NA,NA,NA
14217,2019,"Modoc",NA,NA,NA
10296,2019,"Inyo",NA,NA,5
9999,2019,"Ventura",NA,NA,NA
8838,2019,"Tehama",NA,NA,20
8799,2019,"Los Angeles",8,1,NA
5737,2019,"Modoc",NA,NA,NA
5563,2019,"Mariposa",NA,NA,NA
5332,2019,"Tehama",NA,NA,NA
4840,2019,"Mono",NA,NA,NA
4615,2019,"Los Angeles",NA,NA,0
3435,2019,"El Dorado",NA,NA,NA
3380,2019,"Lassen",NA,NA,NA
3126,2019,"Santa Barbara",NA,NA,NA
2546,2019,"Monterey",NA,NA,NA
2534,2019,"Tehama",4,NA,NA
2512,2019,"Yolo",2,NA,NA
2500,2019,"Kern",NA,NA,NA
2438,2019,"Lassen",NA,NA,NA
2422,2019,"Stanislaus",NA,NA,NA
1975,2019,"Inyo",NA,NA,NA
1926,2019,"Riverside",3,NA,NA
1872,2019,"Siskiyou",NA,NA,NA
1764,2019,"San Luis Obispo",NA,NA,NA
1507,2019,"Mexico",NA,NA,NA
1350,2019,"Sutter",NA,NA,NA
1301,2019,"State of Oregon",NA,NA,NA
1165,2019,"State of Nevada",NA,NA,NA
1127,2019,"San Luis Obispo",NA,NA,NA
1020,2019,"Lassen",NA,NA,NA
974,2019,"San Luis Obispo",NA,NA,NA
835,2019,"San Luis Obispo",NA,NA,NA
757,2019,"Contra Costa",NA,NA,NA
756,2019,"Tulare",NA,NA,NA
745,2019,"Los Angeles",NA,NA,NA
703,2019,"Mendocino",NA,NA,NA
604,2019,"Placer",NA,NA,NA
600,2019,"Shasta",3,NA,NA
600,2019,"Stanislaus",NA,NA,NA
526,2019,"Napa",NA,NA,1
525,2019,"Riverside",NA,NA,NA
520,2019,"Riverside",NA,NA,1
496,2019,"Butte",NA,NA,0
448,2019,"San Diego",NA,NA,NA
448,2019,"Kern",NA,NA,NA
423,2019,"Mariposa",NA,NA,NA
420,2019,"Santa Barbara",NA,NA,NA
381,2019,"Tulare",NA,NA,NA
350,2019,"Riverside",NA,NA,NA
328,2019,"Riverside",NA,NA,NA
316,2019,"Monterey",NA,NA,NA
300,2019,"Butte",NA,NA,NA
283,2019,"San Joaquin",NA,NA,NA
280,2019,"Trinity",NA,NA,NA
280,2019,"Monterey",NA,NA,NA
279,2019,"Ventura",NA,NA,NA
263,2019,"Lassen",NA,NA,NA
260,2019,"Lassen",NA,NA,NA
257,2019,"Tulare",NA,NA,NA
250,2019,"Riverside",NA,NA,NA
244,2019,"Trinity",NA,NA,NA
244,2019,"Mariposa",NA,NA,NA
240,2019,"Alameda",NA,NA,NA
227,2019,"Siskiyou",NA,NA,NA
225,2019,"Mendocino",3,NA,NA
220,2019,"San Luis Obispo",4,NA,2
214,2019,"Riverside",NA,NA,NA
213,2019,"Madera",NA,NA,NA
210,2019,"Merced",NA,NA,NA
210,2019,"Santa Clara",NA,NA,NA
208,2019,"Kern",NA,NA,NA
207,2019,"Siskiyou",NA,NA,NA
202,2019,"Stanislaus",NA,NA,NA
200,2019,"San Bernardino",NA,NA,NA
200,2019,"Contra Costa",NA,NA,NA
200,2019,"Ventura",NA,NA,NA
200,2019,"San Diego",NA,NA,0
200,2019,"Santa Barbara",NA,NA,NA
193,2019,"Lassen",NA,NA,NA
190,2019,"Stanislaus",NA,NA,NA
190,2019,"Monterey",NA,NA,NA
183,2019,"Solano",NA,NA,NA
172,2019,"Kern",NA,NA,NA
167,2019,"Riverside",NA,NA,NA
167,2019,"San Benito",NA,NA,NA
161,2019,"Kings",NA,NA,NA
156,2019,"Shasta",NA,NA,NA
156,2019,"Los Angeles",NA,NA,NA
156,2019,"San Bernardino",NA,NA,NA
155,2019,"Tulare",NA,NA,NA
150,2019,"Contra Costa",NA,NA,NA
150,2019,"San Diego",NA,NA,NA
148,2019,"Placer",NA,NA,NA
145,2019,"San Bernardino",NA,NA,NA
144,2019,"Santa Clara",NA,NA,NA
140,2019,"Solano",NA,NA,NA
139,2019,"Alameda",NA,NA,NA
131,2019,"Lassen",NA,NA,NA
131,2019,"Ventura",NA,NA,NA
130,2019,"Lassen",NA,NA,NA
130,2019,"Mendocino",NA,NA,NA
130,2019,"Riverside",NA,NA,NA
128,2019,"Santa Clara",NA,NA,NA
128,2019,"Modoc",NA,NA,NA
121,2019,"Fresno",NA,NA,NA
120,2019,"San Diego",NA,NA,NA
120,2019,"San Luis Obispo",NA,NA,NA
115,2019,"Kern",NA,NA,NA
105,2019,"Los Angeles",NA,NA,NA
103,2019,"Modoc",NA,NA,NA
100,2019,"Santa Barbara",NA,NA,NA
100,2019,"San Diego",NA,NA,NA
98,2019,"Riverside",NA,NA,NA
97,2019,"San Diego",NA,NA,NA
96,2019,"Riverside",NA,NA,NA
95,2019,"San Luis Obispo",NA,NA,NA
94,2019,"Riverside",NA,NA,NA
91,2019,"Ventura",NA,NA,NA
91,2019,"Siskiyou",NA,NA,NA
90,2019,"San Joaquin",NA,NA,NA
90,2019,"Shasta",NA,NA,NA
85,2019,"El Dorado",2,NA,NA
84,2019,"Sacramento",NA,NA,NA
83,2019,"Tuolumne",NA,NA,NA
83,2019,"Siskiyou",NA,NA,NA
81,2019,"Solano",NA,NA,NA
81,2019,"San Bernardino",NA,NA,NA
81,2019,"Riverside",NA,NA,NA
80,2019,"Butte",NA,NA,NA
80,2019,"Riverside",NA,NA,NA
80,2019,"San Diego",NA,NA,NA
80,2019,"Santa Clara",NA,NA,NA
80,2019,"Riverside",NA,NA,NA
80,2019,"Yuba",NA,NA,NA
80,2019,"Yuba",NA,NA,NA
75,2019,"Lake",NA,NA,NA
74,2019,"Santa Clara",NA,NA,NA
70,2019,"Yuba",NA,NA,NA
68,2019,"Tehama",NA,NA,NA
67,2019,"Marin",NA,NA,NA
67,2019,"Calaveras",NA,NA,NA
66,2019,"Monterey",NA,NA,NA
65,2019,"Placer",NA,NA,NA
64,2019,"Napa",NA,NA,NA
63,2019,"Glenn",NA,NA,NA
63,2019,"Tehama",NA,NA,NA
62,2019,"San Mateo",NA,NA,NA
60,2019,"Santa Clara",NA,NA,NA
58,2019,"Butte",NA,NA,NA
58,2019,"Contra Costa",NA,NA,NA
55,2019,"Lassen",NA,NA,NA
55,2019,"Riverside",NA,NA,NA
53,2019,"Lake",NA,NA,NA
52,2019,"San Luis Obispo",NA,NA,NA
52,2019,"San Diego",NA,NA,NA
50,2019,"San Diego",NA,NA,NA
50,2019,"Contra Costa",NA,NA,NA
50,2019,"Sacramento",NA,NA,NA
50,2019,"Napa",NA,NA,NA
50,2019,"Butte",NA,NA,NA
47,2019,"Santa Clara",NA,NA,NA
47,2019,"Tulare",NA,NA,NA
46,2019,"Shasta",NA,NA,NA
46,2019,"Tehama",NA,NA,NA
45,2019,"Riverside",NA,NA,NA
44,2019,"San Joaquin",NA,NA,NA
43,2019,"Monterey",NA,NA,NA
42,2019,"Los Angeles",NA,NA,NA
42,2019,"Shasta",NA,NA,NA
38,2019,"Yuba",NA,NA,NA
35,2019,"Santa Clara",NA,NA,NA
35,2019,"El Dorado",NA,NA,NA
35,2019,"Siskiyou",NA,NA,NA
35,2019,"Santa Clara",NA,NA,NA
34,2019,"Riverside",NA,NA,NA
34,2019,"Riverside",NA,NA,NA
33,2019,"Yolo",NA,NA,NA
33,2019,"Tulare",NA,NA,NA
30,2019,"San Luis Obispo",NA,NA,NA
30,2019,"Solano",NA,NA,NA
30,2019,"Shasta",NA,NA,NA
30,2019,"Shasta",NA,NA,NA
30,2019,"Alameda",NA,NA,NA
30,2019,"Riverside",NA,NA,NA
30,2019,"Humboldt",NA,NA,NA
29,2019,"Santa Clara",NA,NA,NA
29,2019,"Kern",NA,NA,NA
28,2019,"Lake",NA,NA,NA
28,2019,"San Diego",NA,NA,NA
27,2019,"Placer",NA,NA,NA
26,2019,"Riverside",NA,NA,NA
25,2019,"Lake",NA,NA,NA
25,2019,"Fresno",NA,NA,NA
25,2019,"Mexico",NA,NA,NA
25,2019,"San Diego",NA,NA,NA
25,2019,"Alameda",NA,NA,NA
25,2019,"Tulare",NA,NA,NA
24,2019,"Contra Costa",NA,NA,NA
24,2019,"Solano",NA,NA,NA
23,2019,"Contra Costa",NA,NA,NA
22,2019,"San Diego",NA,NA,NA
21,2019,"Tuolumne",NA,NA,NA
20,2019,"Colusa",NA,NA,1
20,2019,"Riverside",NA,NA,NA
20,2019,"Lake",NA,NA,NA
20,2019,"Riverside",NA,NA,NA
20,2019,"Riverside",NA,NA,NA
19,2019,"Riverside",NA,NA,NA
19,2019,"Riverside",NA,NA,NA
19,2019,"Alameda",NA,NA,NA
18,2019,"Stanislaus",NA,NA,NA
17,2019,"San Benito",NA,NA,NA
17,2019,"Santa Clara",NA,NA,NA
17,2019,"Butte",NA,NA,NA
17,2019,"Siskiyou",NA,NA,NA
16,2019,"Shasta",NA,NA,NA
16,2019,"El Dorado",NA,NA,NA
15,2019,"Siskiyou",NA,NA,NA
15,2019,"San Bernardino",NA,NA,NA
15,2019,"San Diego",NA,NA,NA
13,2019,"El Dorado",NA,NA,NA
12,2019,"Alameda",NA,NA,NA
12,2019,"Butte",NA,NA,NA
11,2019,"San Bernardino",NA,NA,NA
11,2019,"Tehama",NA,NA,NA
11,2019,"Stanislaus",NA,NA,NA
11,2019,"Alameda",NA,NA,NA
10,2019,"San Diego",NA,NA,NA
10,2019,"Tehama",NA,NA,NA
10,2019,"Amador",1,NA,NA
10,2019,"Riverside",NA,NA,NA
10,2019,"Butte",NA,NA,NA
10,2019,"Siskiyou",NA,NA,NA
10,2019,"Butte",NA,NA,NA
9,2019,"Riverside",NA,NA,NA
2,2019,"Nevada",NA,NA,NA
NA,2019,"Yolo",NA,NA,NA
NA,2019,"San Diego",NA,NA,NA
NA,2019,"Riverside",NA,NA,NA
